Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Ilman lämpötila (degC),Tuulen nopeus (m/s)
2019,9,25,06:00,UTC,1,,93,,5.3,0.2
2019,9,25,07:00,UTC,0,,85,,10,0.3
2019,9,25,08:00,UTC,6,,70,,13,1
2019,9,25,09:00,UTC,8,,73,,11.8,1.1
2019,9,25,10:00,UTC,8,,74,,11.9,0.4
2019,9,25,11:00,UTC,8,,72,,12.1,0.7
2019,9,25,12:00,UTC,8,,72,,12.2,1
2019,9,25,13:00,UTC,8,,76,,12.2,0.4
2019,9,25,14:00,UTC,8,,73,,12,2.8
2019,9,25,15:00,UTC,8,,84,,10.7,2.9
2019,9,25,16:00,UTC,8,,87,,10.2,1.9
2019,9,25,17:00,UTC,8,,88,,9.6,2.8
2019,9,25,18:00,UTC,8,,88,,8.8,2.7
2019,9,25,19:00,UTC,8,,89,,8,1.5
2019,9,25,20:00,UTC,8,,86,,8,0.9
2019,9,25,21:00,UTC,8,,92,,6.9,1.1
2019,9,25,22:00,UTC,8,,87,,7.6,0.8
2019,9,25,23:00,UTC,8,,92,,7,1.1
2019,9,26,00:00,UTC,8,,91,,6.9,0.6
2019,9,26,01:00,UTC,7,,94,,6,0.4
2019,9,26,02:00,UTC,0,,96,,3.6,1.1
2019,9,26,03:00,UTC,0,,95,,1.2,1.1
2019,9,26,04:00,UTC,0,,94,,1.6,0.4
2019,9,26,05:00,UTC,0,,94,,0.7,0.8
2019,9,26,06:00,UTC,0,,94,,2.9,0.6
2019,9,26,07:00,UTC,0,,80,,8.6,0.8
2019,9,26,08:00,UTC,0,,68,,10.5,3
2019,9,26,09:00,UTC,3,,59,,11.2,3.8
2019,9,26,10:00,UTC,3,,59,,11.7,2.9
2019,9,26,11:00,UTC,1,,55,,12.1,3
2019,9,26,12:00,UTC,0,,53,,12.2,3.8
2019,9,26,13:00,UTC,1,,57,,12.2,3.7
2019,9,26,14:00,UTC,2,,59,,11.6,4
2019,9,26,15:00,UTC,2,,63,,10.8,2.4
2019,9,26,16:00,UTC,0,,75,,9,2.1
2019,9,26,17:00,UTC,0,,88,,5.6,1.3
2019,9,26,18:00,UTC,0,,91,,4.5,0.6
2019,9,26,19:00,UTC,0,,93,,3.8,0.7
2019,9,26,20:00,UTC,7,,93,,3.8,0.8
2019,9,26,21:00,UTC,8,,92,,4.8,1.1
2019,9,26,22:00,UTC,8,,92,,6.2,0.9
2019,9,26,23:00,UTC,8,,92,,6.5,1.2
2019,9,27,00:00,UTC,8,,92,,6.8,1.4
2019,9,27,01:00,UTC,4,,93,,5.5,0.8
2019,9,27,02:00,UTC,0,,94,,3.3,0.7
2019,9,27,03:00,UTC,0,,95,,2.7,0.8
2019,9,27,04:00,UTC,0,,95,,1.7,1.3
2019,9,27,05:00,UTC,0,,95,,1.7,1
2019,9,27,06:00,UTC,0,,95,,3.9,0.9
2019,9,27,07:00,UTC,0,,85,,10.5,2.1
2019,9,27,08:00,UTC,5,,79,,11.2,4
2019,9,27,09:00,UTC,6,,75,,11.4,4.4
2019,9,27,10:00,UTC,5,,67,,12.2,3.9
2019,9,27,11:00,UTC,7,,64,,13.3,4.2
2019,9,27,12:00,UTC,5,,62,,13.1,4
2019,9,27,13:00,UTC,0,,62,,13,4.6
2019,9,27,14:00,UTC,2,,65,,12.5,3.9
2019,9,27,15:00,UTC,1,,69,,12.1,4.4
2019,9,27,16:00,UTC,0,,77,,11.4,3.5
2019,9,27,17:00,UTC,0,,83,,10.5,2.5
2019,9,27,18:00,UTC,0,,85,,10.2,3
2019,9,27,19:00,UTC,0,,89,,10.2,2.7
2019,9,27,20:00,UTC,0,,87,,10.4,3.2
2019,9,27,21:00,UTC,0,,88,,10.1,2.8
2019,9,27,22:00,UTC,0,,90,,10,2.4
2019,9,27,23:00,UTC,0,,88,,10.4,2.9
2019,9,28,00:00,UTC,2,,88,,10.6,3
2019,9,28,01:00,UTC,3,,85,,11.2,3.5
2019,9,28,02:00,UTC,4,,83,,11.2,3.8
2019,9,28,03:00,UTC,7,,84,,11.1,3.7
2019,9,28,04:00,UTC,3,,84,,11,3.5
2019,9,28,05:00,UTC,7,,84,,11.3,3.6
2019,9,28,06:00,UTC,7,,84,,11.7,3.6
2019,9,28,07:00,UTC,5,,80,,12.5,4.1
2019,9,28,08:00,UTC,7,,75,,13.3,4.1
2019,9,28,09:00,UTC,1,,74,,13.6,4.4
2019,9,28,10:00,UTC,1,,73,,14,4.8
2019,9,28,11:00,UTC,0,,69,,14.9,6
2019,9,28,12:00,UTC,7,,74,,14.3,4.8
2019,9,28,13:00,UTC,7,,74,,13.8,4.8
2019,9,28,14:00,UTC,4,,76,,13.6,4.6
2019,9,28,15:00,UTC,7,,80,,13.1,4.7
2019,9,28,16:00,UTC,8,,80,,12.9,4.1
2019,9,28,17:00,UTC,8,,82,,12.7,3.5
2019,9,28,18:00,UTC,7,,82,,12.5,3.6
2019,9,28,19:00,UTC,8,,84,,12.4,3.3
2019,9,28,20:00,UTC,7,,86,,11.9,2.1
2019,9,28,21:00,UTC,8,,88,,11.5,3.1
2019,9,28,22:00,UTC,8,,89,,11.5,2.6
2019,9,28,23:00,UTC,8,,96,,11,2
2019,9,29,00:00,UTC,8,,97,,10.9,1.9
2019,9,29,01:00,UTC,8,,97,,10.8,2
2019,9,29,02:00,UTC,8,,96,,10.8,1.6
2019,9,29,03:00,UTC,7,,97,,10.5,1.4
2019,9,29,04:00,UTC,8,,96,,10.4,0.6
2019,9,29,05:00,UTC,8,,96,,10.4,0.8
2019,9,29,06:00,UTC,9,,97,,9.8,0.9
2019,9,29,07:00,UTC,2,,91,,12,1.9
2019,9,29,08:00,UTC,8,,89,,12.5,1.7
2019,9,29,09:00,UTC,8,,91,,12.5,2.9
2019,9,29,10:00,UTC,7,,85,,12.9,2.5
2019,9,29,11:00,UTC,8,,82,,12.8,2.4
2019,9,29,12:00,UTC,8,,81,,13.5,3
2019,9,29,13:00,UTC,5,,86,,12.5,3.9
2019,9,29,14:00,UTC,8,,89,,12.2,3.5
2019,9,29,15:00,UTC,7,,90,,11.9,3.3
2019,9,29,16:00,UTC,8,,92,,11.7,3.3
2019,9,29,17:00,UTC,8,,93,,11.7,1.5
2019,9,29,18:00,UTC,8,,94,,11.7,2
2019,9,29,19:00,UTC,7,,95,,11.5,2.4
2019,9,29,20:00,UTC,8,,94,,11.8,2.4
2019,9,29,21:00,UTC,8,,94,,11.9,2.5
2019,9,29,22:00,UTC,8,,95,,11.8,1.3
2019,9,29,23:00,UTC,7,,95,,11.6,1.5
2019,9,30,00:00,UTC,7,,95,,11,1.3
2019,9,30,01:00,UTC,8,,95,,10.8,0.8
2019,9,30,02:00,UTC,7,,95,,10.9,0.6
2019,9,30,03:00,UTC,8,,96,,10.4,0.7
2019,9,30,04:00,UTC,8,,95,,10.5,0.4
2019,9,30,05:00,UTC,8,,96,,10.2,0.5
2019,9,30,06:00,UTC,8,,97,,10.1,0.6
2019,9,30,07:00,UTC,8,,95,,11.5,1
2019,9,30,08:00,UTC,8,,92,,11.9,2
2019,9,30,09:00,UTC,8,,88,,12.2,1.5
2019,9,30,10:00,UTC,8,,85,,12.9,2.9
2019,9,30,11:00,UTC,8,,81,,13.2,2.5
2019,9,30,12:00,UTC,8,,82,,12.9,3.1
2019,9,30,13:00,UTC,7,,85,,12.3,3
2019,9,30,14:00,UTC,7,,87,,11.9,2.5
2019,9,30,15:00,UTC,8,,93,,11.5,2
2019,9,30,16:00,UTC,7,,91,,11.2,3.2
2019,9,30,17:00,UTC,7,,93,,11.3,2.2
2019,9,30,18:00,UTC,7,,95,,10.8,1.8
2019,9,30,19:00,UTC,7,,94,,10.2,0.8
2019,9,30,20:00,UTC,7,,95,,9.8,0.4
2019,9,30,21:00,UTC,8,,94,,8.9,4.7
2019,9,30,22:00,UTC,8,,91,,7.7,5.8
2019,9,30,23:00,UTC,8,,89,,6.5,6
2019,10,1,00:00,UTC,8,,90,,6.1,5.3
2019,10,1,01:00,UTC,7,,88,,5.7,6.5
2019,10,1,02:00,UTC,8,,83,,5.5,5.4
2019,10,1,03:00,UTC,3,,84,,5.1,4.2
2019,10,1,04:00,UTC,5,,81,,5.1,4.8
2019,10,1,05:00,UTC,4,,82,,4.9,4.1
2019,10,1,06:00,UTC,6,,82,,5.1,3.2
2019,10,1,07:00,UTC,7,,81,,5.4,4
2019,10,1,08:00,UTC,4,,71,,5.7,4.9
2019,10,1,09:00,UTC,3,,67,,6.4,5
2019,10,1,10:00,UTC,7,,67,,6.7,5.4
2019,10,1,11:00,UTC,7,,69,,7.1,4.5
2019,10,1,12:00,UTC,7,,64,,7.6,5.9
2019,10,1,13:00,UTC,7,,58,,8.6,6.9
2019,10,1,14:00,UTC,8,,53,,8.7,6.8
2019,10,1,15:00,UTC,7,,48,,9.2,6.1
2019,10,1,16:00,UTC,8,,53,,9.2,5.6
2019,10,1,17:00,UTC,8,,69,,7.8,5.1
2019,10,1,18:00,UTC,8,,67,,8.4,4.9
2019,10,1,19:00,UTC,8,,76,,7.5,5.7
2019,10,1,20:00,UTC,8,,82,,6.9,1.8
2019,10,1,21:00,UTC,8,,70,,7.2,5.6
2019,10,1,22:00,UTC,8,,75,,7,6
2019,10,1,23:00,UTC,8,,86,,6.8,3.8
2019,10,2,00:00,UTC,7,,87,,7.3,4.4
2019,10,2,01:00,UTC,7,,87,,7.6,4
2019,10,2,02:00,UTC,7,,88,,7.5,3.5
2019,10,2,03:00,UTC,8,,81,,8.4,3.6
2019,10,2,04:00,UTC,7,,83,,8.2,2.2
2019,10,2,05:00,UTC,8,,85,,8.1,2.1
2019,10,2,06:00,UTC,7,,87,,8.3,2.2
2019,10,2,07:00,UTC,7,,93,,9,2.6
2019,10,2,08:00,UTC,8,,84,,10.5,4.3
2019,10,2,09:00,UTC,8,,89,,9.3,5
2019,10,2,10:00,UTC,7,,88,,9.7,5.5
2019,10,2,11:00,UTC,8,,88,,8.8,5.2
2019,10,2,12:00,UTC,7,,72,,9.3,7
2019,10,2,13:00,UTC,8,,72,,8.9,5.9
2019,10,2,14:00,UTC,8,,78,,7.6,5.1
2019,10,2,15:00,UTC,8,,86,,7.3,4.3
2019,10,2,16:00,UTC,8,,87,,6.9,4.1
2019,10,2,17:00,UTC,7,,83,,7.1,5.3
2019,10,2,18:00,UTC,8,,85,,6.7,7.7
2019,10,2,19:00,UTC,8,,76,,6.9,5.4
2019,10,2,20:00,UTC,7,,75,,6.7,5.7
2019,10,2,21:00,UTC,7,,76,,6.7,5.7
2019,10,2,22:00,UTC,7,,76,,6.3,5.4
2019,10,2,23:00,UTC,8,,76,,6.1,6.5
2019,10,3,00:00,UTC,8,,79,,5.7,5.3
2019,10,3,01:00,UTC,8,,83,,5.4,4.9
2019,10,3,02:00,UTC,8,,89,,5,5
2019,10,3,03:00,UTC,8,,88,,4.7,5.3
2019,10,3,04:00,UTC,8,,90,,4.7,4.2
2019,10,3,05:00,UTC,8,,89,,4.7,5
2019,10,3,06:00,UTC,8,,89,,4.8,5.4
2019,10,3,07:00,UTC,8,,90,,5,5.6
2019,10,3,08:00,UTC,8,,88,,5.3,6.1
2019,10,3,09:00,UTC,8,,86,,5.5,6.4
2019,10,3,10:00,UTC,8,,88,,5.5,6.6
2019,10,3,11:00,UTC,8,,88,,5.6,6.1
2019,10,3,12:00,UTC,8,,87,,5.3,6.4
2019,10,3,13:00,UTC,8,,88,,5.2,5.3
2019,10,3,14:00,UTC,7,,87,,5.3,6.3
2019,10,3,15:00,UTC,8,,90,,4.8,4.4
2019,10,3,16:00,UTC,8,,88,,4.3,4.2
2019,10,3,17:00,UTC,8,,87,,4.5,4.6
2019,10,3,18:00,UTC,8,,87,,4.4,5.1
2019,10,3,19:00,UTC,7,,86,,4.2,5.1
2019,10,3,20:00,UTC,8,,89,,3.8,4
2019,10,3,21:00,UTC,8,,88,,3.6,4.8
2019,10,3,22:00,UTC,6,,87,,3.2,3.6
2019,10,3,23:00,UTC,7,,90,,2.4,2.8
2019,10,4,00:00,UTC,7,,85,,3.5,3.3
2019,10,4,01:00,UTC,7,,85,,3.1,3.5
2019,10,4,02:00,UTC,7,,86,,3.2,2.7
2019,10,4,03:00,UTC,7,,85,,3,2
2019,10,4,04:00,UTC,1,,82,,2.3,2.7
2019,10,4,05:00,UTC,6,,84,,2.1,2.5
2019,10,4,06:00,UTC,3,,80,,2.7,3.7
2019,10,4,07:00,UTC,1,,70,,4.4,5.1
2019,10,4,08:00,UTC,6,,80,,3.1,4.7
2019,10,4,09:00,UTC,7,,82,,3.7,4.6
2019,10,4,10:00,UTC,1,,68,,5.4,4
2019,10,4,11:00,UTC,4,,61,,6.1,6.9
2019,10,4,12:00,UTC,3,,76,,4.8,3.6
2019,10,4,13:00,UTC,5,,53,,6.8,4.7
2019,10,4,14:00,UTC,2,,62,,4.9,4
2019,10,4,15:00,UTC,7,,72,,4.6,5
2019,10,4,16:00,UTC,5,,77,,3.2,2.9
2019,10,4,17:00,UTC,2,,84,,1.8,1.3
2019,10,4,18:00,UTC,6,,88,,1.8,2.8
2019,10,4,19:00,UTC,7,,89,,1.8,4.9
2019,10,4,20:00,UTC,4,,92,,1.4,1.9
2019,10,4,21:00,UTC,2,,94,,-0.5,1.8
2019,10,4,22:00,UTC,7,,92,,1.2,0.6
2019,10,4,23:00,UTC,6,,96,,-0.2,0.8
2019,10,5,00:00,UTC,2,,95,,0.1,0.4
2019,10,5,01:00,UTC,4,,95,,-1.1,1
2019,10,5,02:00,UTC,2,,97,,-1.4,0.9
2019,10,5,03:00,UTC,5,,96,,-1.3,1.1
2019,10,5,04:00,UTC,8,,88,,1.8,3.2
2019,10,5,05:00,UTC,6,,93,,1,1.4
2019,10,5,06:00,UTC,7,,94,,1.6,1.5
2019,10,5,07:00,UTC,7,,93,,2.5,0.7
2019,10,5,08:00,UTC,7,,85,,4.4,0.7
2019,10,5,09:00,UTC,7,,82,,5.1,3.5
2019,10,5,10:00,UTC,2,,73,,5.6,2.3
2019,10,5,11:00,UTC,3,,63,,6.2,5.3
2019,10,5,12:00,UTC,1,,57,,6.4,4.3
2019,10,5,13:00,UTC,0,,56,,6.5,3.8
2019,10,5,14:00,UTC,2,,56,,6.3,3.4
2019,10,5,15:00,UTC,7,,60,,6.5,2.3
2019,10,5,16:00,UTC,8,,76,,4.6,1.6
2019,10,5,17:00,UTC,7,,90,,3.2,2.2
2019,10,5,18:00,UTC,6,,94,,2.5,0.6
2019,10,5,19:00,UTC,5,,96,,1.1,1.2
2019,10,5,20:00,UTC,3,,96,,1.1,0.8
2019,10,5,21:00,UTC,8,,96,,1.6,0.7
2019,10,5,22:00,UTC,8,,96,,1.3,1.1
2019,10,5,23:00,UTC,8,,95,,1.7,1.7
2019,10,6,00:00,UTC,8,,94,,1.9,1.5
2019,10,6,01:00,UTC,8,,90,,2.3,0.4
2019,10,6,02:00,UTC,8,,90,,2.5,4.5
2019,10,6,03:00,UTC,7,,95,,1.7,1.6
2019,10,6,04:00,UTC,8,,89,,2.4,2
2019,10,6,05:00,UTC,4,,92,,1.8,1.3
2019,10,6,06:00,UTC,0,,93,,2.1,1
2019,10,6,07:00,UTC,3,,87,,3.6,1.7
2019,10,6,08:00,UTC,8,,81,,5.1,2.1
2019,10,6,09:00,UTC,8,,82,,5,3.3
2019,10,6,10:00,UTC,8,,80,,5.1,4.3
2019,10,6,11:00,UTC,8,,68,,6.7,4.4
2019,10,6,12:00,UTC,7,,64,,7,4.7
2019,10,6,13:00,UTC,7,,69,,6.9,4.5
2019,10,6,14:00,UTC,6,,72,,6.5,4.3
2019,10,6,15:00,UTC,7,,75,,6.2,3.5
2019,10,6,16:00,UTC,7,,77,,5.9,3.2
2019,10,6,17:00,UTC,7,,81,,5.1,2.2
2019,10,6,18:00,UTC,8,,82,,5,1.2
2019,10,6,19:00,UTC,8,,87,,4.5,0.7
2019,10,6,20:00,UTC,8,,86,,4.3,0.7
2019,10,6,21:00,UTC,7,,84,,4.5,1.5
2019,10,6,22:00,UTC,7,,84,,4.3,1.6
2019,10,6,23:00,UTC,4,,83,,3.7,0.5
2019,10,7,00:00,UTC,7,,94,,1.9,0.3
2019,10,7,01:00,UTC,8,,95,,1.3,0.5
2019,10,7,02:00,UTC,8,,94,,1.2,0.2
2019,10,7,03:00,UTC,7,,95,,1.3,0.5
2019,10,7,04:00,UTC,5,,92,,2.1,0.4
2019,10,7,05:00,UTC,7,,87,,4.7,1.5
2019,10,7,06:00,UTC,7,,94,,2.5,0.5
2019,10,7,07:00,UTC,2,,87,,5.5,0.9
2019,10,7,08:00,UTC,0,,76,,7.5,1.6
2019,10,7,09:00,UTC,7,,75,,7.7,1.4
2019,10,7,10:00,UTC,5,,67,,8.9,1.8
2019,10,7,11:00,UTC,6,,62,,8.7,2.8
2019,10,7,12:00,UTC,6,,56,,9.2,2.4
2019,10,7,13:00,UTC,7,,79,,7,4.2
2019,10,7,14:00,UTC,1,,74,,7.7,1.8
2019,10,7,15:00,UTC,6,,83,,6.3,1.7
2019,10,7,16:00,UTC,7,,86,,5.8,2
2019,10,7,17:00,UTC,8,,90,,5.1,1.2
2019,10,7,18:00,UTC,8,,89,,5,0.6
2019,10,7,19:00,UTC,7,,91,,4,2.4
2019,10,7,20:00,UTC,7,,89,,4.6,0.5
2019,10,7,21:00,UTC,7,,96,,3.2,0.3
2019,10,7,22:00,UTC,7,,96,,2.4,0.9
2019,10,7,23:00,UTC,3,,96,,1,0.8
2019,10,8,00:00,UTC,8,,97,,0.3,1.1
2019,10,8,01:00,UTC,8,,96,,1.8,2.1
2019,10,8,02:00,UTC,7,,96,,2.5,0.7
2019,10,8,03:00,UTC,5,,97,,0.9,0.5
2019,10,8,04:00,UTC,7,,93,,2.8,1.3
2019,10,8,05:00,UTC,8,,96,,2.4,1.2
2019,10,8,06:00,UTC,8,,96,,3,0.6
2019,10,8,07:00,UTC,8,,95,,4.2,0.3
2019,10,8,08:00,UTC,7,,92,,5.5,0.5
2019,10,8,09:00,UTC,8,,81,,7,0.9
2019,10,8,10:00,UTC,7,,69,,7.9,1.1
2019,10,8,11:00,UTC,6,,71,,7.4,0.9
2019,10,8,12:00,UTC,8,,83,,5.3,3.7
2019,10,8,13:00,UTC,8,,86,,5.3,2.8
2019,10,8,14:00,UTC,8,,87,,5.5,1.9
2019,10,8,15:00,UTC,8,,89,,5.5,1
2019,10,8,16:00,UTC,7,,96,,4.5,0.8
2019,10,8,17:00,UTC,7,,97,,1.9,0.8
2019,10,8,18:00,UTC,7,,98,,1.8,1.1
2019,10,8,19:00,UTC,7,,98,,1.1,1.2
2019,10,8,20:00,UTC,7,,98,,1.8,0.8
2019,10,8,21:00,UTC,2,,98,,1.5,0.9
2019,10,8,22:00,UTC,7,,97,,1.4,1
2019,10,8,23:00,UTC,8,,98,,0.9,0.8
2019,10,9,00:00,UTC,4,,97,,0.3,1.1
2019,10,9,01:00,UTC,7,,97,,0.6,1.1
2019,10,9,02:00,UTC,7,,98,,1.9,1.6
2019,10,9,03:00,UTC,8,,97,,2.7,1.5
2019,10,9,04:00,UTC,8,,97,,2.9,0.9
2019,10,9,05:00,UTC,8,,97,,2.9,0.4
2019,10,9,06:00,UTC,8,,97,,3,0.9
2019,10,9,07:00,UTC,8,,95,,4.7,0.9
2019,10,9,08:00,UTC,8,,93,,5.8,0.6
2019,10,9,09:00,UTC,8,,83,,7,0.5
2019,10,9,10:00,UTC,8,,76,,7.4,1.4
2019,10,9,11:00,UTC,8,,76,,7.4,2
2019,10,9,12:00,UTC,7,,79,,7.7,1.8
2019,10,9,13:00,UTC,8,,74,,8.3,2.2
2019,10,9,14:00,UTC,8,,77,,8.1,2
2019,10,9,15:00,UTC,7,,78,,7.8,1.9
2019,10,9,16:00,UTC,8,,84,,7.3,1.7
2019,10,9,17:00,UTC,8,,85,,7.3,1.5
2019,10,9,18:00,UTC,8,,84,,7.3,1.1
2019,10,9,19:00,UTC,8,,86,,7.5,1.8
2019,10,9,20:00,UTC,8,,89,,7.5,2.7
2019,10,9,21:00,UTC,8,,92,,7.5,1.5
2019,10,9,22:00,UTC,8,,94,,7.4,1.9
2019,10,9,23:00,UTC,7,,95,,7.5,1.4
2019,10,10,00:00,UTC,8,,96,,7.5,2.1
2019,10,10,01:00,UTC,4,,96,,7.5,1.7
2019,10,10,02:00,UTC,9,,97,,7.6,1.6
2019,10,10,03:00,UTC,9,,98,,6.6,0.4
2019,10,10,04:00,UTC,9,,99,,5.7,0.4
2019,10,10,05:00,UTC,9,,98,,4.7,0.7
2019,10,10,06:00,UTC,8,,100,,5.7,0.2
2019,10,10,07:00,UTC,8,,99,,7,0.3
2019,10,10,08:00,UTC,8,,98,,9.1,2.2
2019,10,10,09:00,UTC,8,,96,,9.5,1.9
2019,10,10,10:00,UTC,7,,90,,10.3,2.5
2019,10,10,11:00,UTC,7,,84,,11.5,3.8
2019,10,10,12:00,UTC,7,,86,,11.3,2.8
2019,10,10,13:00,UTC,7,,89,,10.9,4.4
2019,10,10,14:00,UTC,6,,91,,10.3,3.3
2019,10,10,15:00,UTC,7,,93,,9.8,3.3
2019,10,10,16:00,UTC,7,,93,,9.3,2.2
2019,10,10,17:00,UTC,7,,95,,8.9,1.8
2019,10,10,18:00,UTC,7,,93,,9.5,2.2
2019,10,10,19:00,UTC,8,,94,,9.6,1.5
2019,10,10,20:00,UTC,8,,91,,9.7,1.6
2019,10,10,21:00,UTC,8,,90,,9.8,1.7
2019,10,10,22:00,UTC,7,,92,,9.7,2.2
2019,10,10,23:00,UTC,8,,93,,9.4,1.8
2019,10,11,00:00,UTC,8,,93,,9.4,2.4
2019,10,11,01:00,UTC,8,,92,,9.1,2.4
2019,10,11,02:00,UTC,4,,92,,8.3,1.3
2019,10,11,03:00,UTC,0,,93,,7.9,2
2019,10,11,04:00,UTC,7,,91,,8.7,2.6
2019,10,11,05:00,UTC,8,,89,,8.7,3.8
2019,10,11,06:00,UTC,7,,90,,8.6,4.3
2019,10,11,07:00,UTC,8,,91,,9.2,4.9
2019,10,11,08:00,UTC,8,,88,,9.6,5.6
2019,10,11,09:00,UTC,8,,87,,9.7,4.3
2019,10,11,10:00,UTC,8,,83,,10.3,4.4
2019,10,11,11:00,UTC,8,,83,,10.5,5.6
2019,10,11,12:00,UTC,8,,80,,10.7,4.2
2019,10,11,13:00,UTC,7,,82,,10.6,4
2019,10,11,14:00,UTC,7,,82,,10.5,4.5
2019,10,11,15:00,UTC,1,,84,,10.5,4.9
2019,10,11,16:00,UTC,6,,91,,9.8,3.8
2019,10,11,17:00,UTC,7,,93,,10,4
2019,10,11,18:00,UTC,7,,92,,10.1,4
2019,10,11,19:00,UTC,7,,93,,9.9,4.3
2019,10,11,20:00,UTC,8,,92,,10,4.1
2019,10,11,21:00,UTC,8,,92,,10,2.8
2019,10,11,22:00,UTC,7,,96,,9.7,2.2
2019,10,11,23:00,UTC,8,,97,,9.4,0.9
2019,10,12,00:00,UTC,8,,95,,10.2,2.5
2019,10,12,01:00,UTC,8,,94,,10.2,2.5
2019,10,12,02:00,UTC,8,,92,,10.1,3
2019,10,12,03:00,UTC,8,,92,,9.8,3.4
2019,10,12,04:00,UTC,7,,92,,9.6,2.5
2019,10,12,05:00,UTC,8,,90,,9.6,4.1
2019,10,12,06:00,UTC,8,,90,,9.4,4.6
2019,10,12,07:00,UTC,8,,89,,9,4
2019,10,12,08:00,UTC,8,,90,,9.1,3.3
2019,10,12,09:00,UTC,8,,90,,9,4.3
2019,10,12,10:00,UTC,5,,82,,9.7,3.7
2019,10,12,11:00,UTC,8,,80,,10.1,2.8
2019,10,12,12:00,UTC,8,,78,,10.5,2.7
2019,10,12,13:00,UTC,8,,85,,10,2
2019,10,12,14:00,UTC,7,,85,,10.4,2
2019,10,12,15:00,UTC,4,,82,,10.4,2.7
2019,10,12,16:00,UTC,7,,92,,10,3.5
2019,10,12,17:00,UTC,8,,91,,10.3,3.5
2019,10,12,18:00,UTC,8,,90,,10,2.6
2019,10,12,19:00,UTC,7,,88,,10.5,3.9
2019,10,12,20:00,UTC,8,,82,,10.8,3.2
2019,10,12,21:00,UTC,8,,82,,10.7,4
2019,10,12,22:00,UTC,8,,85,,10.5,4
2019,10,12,23:00,UTC,8,,89,,10.2,3.4
2019,10,13,00:00,UTC,8,,88,,10.4,3.9
2019,10,13,01:00,UTC,7,,88,,10.1,3.3
2019,10,13,02:00,UTC,8,,91,,9.9,3.9
2019,10,13,03:00,UTC,8,,89,,9.7,2
2019,10,13,04:00,UTC,8,,90,,9.6,3.3
2019,10,13,05:00,UTC,7,,87,,8.9,3.5
2019,10,13,06:00,UTC,4,,86,,8.3,3.2
2019,10,13,07:00,UTC,7,,81,,8.4,3.8
2019,10,13,08:00,UTC,1,,73,,8.8,4.4
2019,10,13,09:00,UTC,0,,70,,9.4,4.2
2019,10,13,10:00,UTC,0,,67,,10.1,5.6
2019,10,13,11:00,UTC,2,,70,,9.4,4.6
2019,10,13,12:00,UTC,0,,64,,9.5,3.2
2019,10,13,13:00,UTC,0,,64,,9.6,3.6
2019,10,13,14:00,UTC,0,,65,,9.4,2.3
2019,10,13,15:00,UTC,0,,75,,8,1.5
2019,10,13,16:00,UTC,0,,89,,5.6,0.2
2019,10,13,17:00,UTC,0,,93,,3,0.9
2019,10,13,18:00,UTC,0,,94,,1.5,1
2019,10,13,19:00,UTC,0,,94,,1.5,0.7
2019,10,13,20:00,UTC,0,,94,,0.1,1.2
2019,10,13,21:00,UTC,7,,95,,0.6,1.4
2019,10,13,22:00,UTC,7,,93,,2.6,1
2019,10,13,23:00,UTC,7,,90,,7.2,2.2
2019,10,14,00:00,UTC,8,,90,,7.5,4.1
2019,10,14,01:00,UTC,8,,91,,8.2,2.9
2019,10,14,02:00,UTC,8,,94,,8.7,3.1
2019,10,14,03:00,UTC,8,,95,,9,3.3
2019,10,14,04:00,UTC,8,,94,,9.2,4.3
2019,10,14,05:00,UTC,8,,90,,8.6,2
2019,10,14,06:00,UTC,8,,94,,8,2.6
2019,10,14,07:00,UTC,8,,91,,8.1,3.4
2019,10,14,08:00,UTC,8,,94,,8,4.3
2019,10,14,09:00,UTC,8,,94,,8.2,5.7
2019,10,14,10:00,UTC,8,,92,,8.4,5.3
2019,10,14,11:00,UTC,7,,87,,9.1,6.1
2019,10,14,12:00,UTC,7,,85,,9,5.3
2019,10,14,13:00,UTC,7,,84,,8.7,4.7
2019,10,14,14:00,UTC,7,,81,,8.2,3.9
2019,10,14,15:00,UTC,1,,88,,7,2
2019,10,14,16:00,UTC,0,,94,,5.4,1.5
2019,10,14,17:00,UTC,7,,95,,4.8,0.7
2019,10,14,18:00,UTC,0,,96,,4.6,0.6
2019,10,14,19:00,UTC,0,,96,,2,1.2
2019,10,14,20:00,UTC,1,,97,,0.7,0.8
2019,10,14,21:00,UTC,0,,96,,0.3,0.6
2019,10,14,22:00,UTC,0,,97,,-0.1,1.3
2019,10,14,23:00,UTC,0,,96,,-0.5,1.1
2019,10,15,00:00,UTC,7,,96,,0.5,0.6
2019,10,15,01:00,UTC,2,,96,,0,1.1
2019,10,15,02:00,UTC,2,,97,,-0.9,0.8
2019,10,15,03:00,UTC,0,,96,,-1.2,0.8
2019,10,15,04:00,UTC,7,,94,,-1,1
2019,10,15,05:00,UTC,7,,96,,0.3,0.6
2019,10,15,06:00,UTC,8,,96,,5,2.3
2019,10,15,07:00,UTC,6,,87,,7,2.5
2019,10,15,08:00,UTC,0,,77,,8.4,2.4
2019,10,15,09:00,UTC,5,,72,,8.7,4.3
2019,10,15,10:00,UTC,8,,73,,8.8,3.3
2019,10,15,11:00,UTC,8,,76,,8.8,2.2
